,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Sales_sum
11972,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015,Action,0.0,0.0,0.01,0.0,0.01
11973,Shinobido 2: Tales of the Ninja,PSV,2011,Action,0.06,0.05,0.02,0.03,0.16
11974,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,2006,Adventure,0.0,0.0,0.05,0.0,0.05
11975,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,0.0,0.0,0.03,0.0,0.03
11976,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,0.0,0.0,0.05,0.0,0.05
11977,Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,0.0,0.0,0.02,0.0,0.02
11978,Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009,Fighting,0.0,0.0,0.01,0.0,0.01
11979,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,0.0,0.0,0.11,0.01,0.12
11980,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998,Adventure,0.0,0.0,0.11,0.0,0.11
11981,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009,Adventure,0.0,0.0,0.01,0.0,0.01
11982,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009,Adventure,0.0,0.0,0.01,0.0,0.01
11983,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Racing,0.0,0.0,0.02,0.0,0.02
11984,Ship Simulator 2008,PC,2007,Simulation,0.0,0.01,0.0,0.0,0.01
11985,Ship Simulator Extremes,PC,2010,Simulation,0.0,0.04,0.0,0.01,0.05
11986,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Shooter,0.0,0.0,0.02,0.0,0.02
11987,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013,Adventure,0.0,0.0,0.01,0.0,0.01
11988,Shiratsuyu no Kai,PSP,2013,Adventure,0.0,0.0,0.02,0.0,0.02
11989,Shiren the Wanderer,Wii,2008,Role-Playing,0.08,0.0,0.11,0.01,0.2
11990,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,0.0,0.0,0.13,0.0,0.13
11991,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Role-Playing,0.0,0.0,0.04,0.0,0.04
11992,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,0.01,0.0,0.04,0.0,0.05
11993,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,Adventure,0.0,0.0,0.01,0.0,0.01
11994,Shitsuji ga Aruji o Erabu Toki,PSV,2016,Adventure,0.0,0.0,0.01,0.0,0.01
11995,Shockwave Assault,PS,1995,Simulation,0.05,0.04,0.0,0.01,0.09999999999999999
11996,Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,0.03,0.01,0.0,0.0,0.04
11997,Shonen Jump's One Piece: Grand Adventure,PS2,2005,Fighting,0.01,0.01,0.0,0.0,0.02
11998,Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,0.05,0.01,0.0,0.0,0.060000000000000005
11999,Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,0.07,0.05,0.0,0.02,0.14
12000,Shonen Jump's One Piece: Pirates Carnival,GC,2005,Misc,0.06,0.02,0.0,0.0,0.08
12001,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,0.04,0.02,0.0,0.0,0.06
12002,Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,0.1,0.04,0.0,0.0,0.14
12003,Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,0.01,0.01,0.0,0.0,0.02
12004,Shooter: Starfighter Sanvein,PS,2000,Shooter,0.01,0.01,0.0,0.0,0.02
12005,Short Track Racing: Trading Paint,PS2,2009,Racing,0.02,0.02,0.0,0.01,0.05
12006,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,0.0,0.0,0.02,0.0,0.02
12007,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,2009,Sports,0.0,0.0,0.07,0.0,0.07
12008,Shovel Knight,3DS,2015,Platform,0.07,0.04,0.01,0.01,0.13
12009,Shovel Knight,PS4,2015,Platform,0.03,0.03,0.0,0.01,0.06999999999999999
12010,Shovel Knight,WiiU,2015,Platform,0.06,0.04,0.0,0.01,0.11
12011,Showdown: Legends of Wrestling,PS2,2004,Fighting,0.15,0.11,0.0,0.04,0.3
12012,Showdown: Legends of Wrestling,XB,2004,Fighting,0.09,0.03,0.0,0.0,0.12
12013,Showtime Championship Boxing,DS,2007,Fighting,0.06,0.0,0.0,0.0,0.06
12014,Showtime Championship Boxing,Wii,2007,Fighting,0.06,0.0,0.0,0.01,0.06999999999999999
12015,Shox,PS2,2002,Racing,0.05,0.04,0.0,0.01,0.09999999999999999
12016,Shrek,XB,2001,Platform,0.25,0.1,0.0,0.01,0.36
12017,Shrek / Shark Tale Game Boy Advance Video,GBA,2006,Misc,0.01,0.0,0.0,0.0,0.01
12018,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,0.87,0.32,0.0,0.02,1.21
12019,Shrek 2,GC,2004,Platform,0.73,0.26,0.01,0.03,1.03
12020,Shrek 2,PS2,2004,Platform,1.12,0.69,0.03,0.02,1.86
12021,Shrek 2,XB,2004,Platform,0.4,0.13,0.0,0.02,0.55
12022,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,0.1,0.04,0.0,0.0,0.14
12023,Shrek 2: Beg for Mercy,GBA,2004,Adventure,0.42,0.15,0.0,0.01,0.58
12024,Shrek Extra Large,GC,2002,Platform,0.13,0.03,0.0,0.0,0.16
12025,Shrek Smash n' Crash Racing,GC,2006,Racing,0.1,0.03,0.0,0.0,0.13
12026,Shrek Smash n' Crash Racing,PSP,2006,Racing,0.08,0.0,0.0,0.01,0.09
12027,Shrek Super Party,GC,2003,Misc,0.04,0.01,0.0,0.0,0.05
12028,Shrek Super Party,PS2,2002,Misc,0.14,0.11,0.0,0.04,0.29
12029,Shrek Super Party,XB,2002,Misc,0.1,0.03,0.0,0.0,0.13
12030,Shrek SuperSlam,DS,2005,Action,0.17,0.0,0.0,0.01,0.18000000000000002
12031,Shrek SuperSlam,GBA,2005,Action,0.24,0.09,0.0,0.01,0.33999999999999997
12032,Shrek SuperSlam,GC,2005,Action,0.17,0.04,0.0,0.01,0.22000000000000003
12033,Shrek SuperSlam,PS2,2005,Action,0.24,0.19,0.0,0.06,0.49
12034,Shrek SuperSlam,XB,2005,Action,0.07,0.02,0.0,0.0,0.09000000000000001
12035,Shrek Swamp Kart Speedway,GBA,2002,Racing,0.22,0.08,0.0,0.01,0.31
12036,Shrek the Third,PS2,2007,Action,0.4,0.02,0.0,0.07,0.49000000000000005
12037,Shrek the Third,PSP,2007,Action,0.08,0.15,0.0,0.09,0.31999999999999995
12038,Shrek the Third,Wii,2007,Action,0.26,0.01,0.0,0.02,0.29000000000000004
12039,Shrek the Third,X360,2007,Action,0.54,0.1,0.0,0.06,0.7
12040,Shrek's Carnival Craze Party Games,DS,2008,Misc,0.22,0.0,0.0,0.02,0.24
12041,Shrek's Carnival Craze Party Games,PS2,2008,Misc,0.03,0.03,0.0,0.01,0.06999999999999999
12042,Shrek's Carnival Craze Party Games,Wii,2008,Misc,0.28,0.0,0.0,0.02,0.30000000000000004
12043,Shrek: Forever After,DS,2010,Platform,0.19,0.1,0.0,0.03,0.32000000000000006
12044,Shrek: Forever After,PS3,2010,Platform,0.16,0.02,0.0,0.02,0.19999999999999998
12045,Shrek: Forever After,Wii,2010,Platform,0.19,0.09,0.0,0.03,0.31000000000000005
12046,Shrek: Forever After,X360,2010,Platform,0.09,0.0,0.0,0.01,0.09999999999999999
12047,Shrek: Hassle at the Castle,GBA,2002,Action,0.47,0.17,0.0,0.01,0.65
12048,Shrek: Ogres & Dronkeys,DS,2007,Simulation,0.26,0.0,0.0,0.02,0.28
12049,Shrek: Reekin' Havoc,GBA,2003,Platform,0.15,0.06,0.0,0.0,0.21
12050,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,0.0,0.0,0.05,0.0,0.05
12051,Shugo Chara! Amunonijiro Chara Change,DS,2008,Action,0.0,0.0,0.03,0.0,0.03
12052,Shukufuku no Campanella Portable,PSP,2010,Adventure,0.0,0.0,0.04,0.0,0.04
12053,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011,Strategy,0.0,0.0,0.01,0.0,0.01
12054,Shutter Island,PC,2009,Adventure,0.0,0.17,0.0,0.03,0.2
12055,Sid Meier's Civilization IV,PC,2005,Strategy,0.02,0.12,0.0,0.03,0.16999999999999998
12056,Sid Meier's Civilization Revolution,DS,2008,Strategy,0.38,0.03,0.02,0.04,0.47000000000000003
12057,Sid Meier's Civilization Revolution,PS3,2008,Strategy,0.49,0.19,0.01,0.1,0.7899999999999999
12058,Sid Meier's Civilization Revolution,X360,2008,Strategy,0.58,0.17,0.0,0.07,0.8200000000000001
12059,Sid Meier's Civilization Revolution 2+,PSV,2015,Strategy,0.0,0.0,0.02,0.0,0.02
12060,Sid Meier's Civilization V,PC,2010,Strategy,0.98,0.52,0.0,0.19,1.69
12061,Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,0.11,0.22,0.0,0.03,0.36
12062,Sid Meier's Pirates!,PSP,2007,Strategy,0.16,0.01,0.0,0.02,0.19
12063,Sid Meier's Pirates!,Wii,2010,Strategy,0.13,0.02,0.0,0.01,0.16
12064,Sid Meier's Pirates!,XB,2005,Strategy,0.11,0.03,0.0,0.01,0.15000000000000002
12065,Sid Meier's Railroads!,PC,2006,Simulation,0.01,0.03,0.0,0.01,0.05
12066,Sidewinder Max,PS2,2000,Simulation,0.0,0.0,0.09,0.0,0.09
12067,Sigma Harmonics,DS,2008,Role-Playing,0.0,0.0,0.07,0.0,0.07
12068,Sigma Star Saga,GBA,2005,Role-Playing,0.04,0.01,0.0,0.0,0.05
12069,Silent Bomber,PS,1999,Action,0.01,0.01,0.0,0.0,0.02
12070,Silent Hill,PS,1999,Action,0.71,0.48,0.3,0.1,1.59
12071,Silent Hill 2,PS2,2001,Action,0.62,0.49,0.0,0.16,1.2699999999999998
12072,Silent Hill 2: Restless Dreams,XB,2001,Action,0.21,0.06,0.0,0.01,0.28
12073,Silent Hill 3,PS2,2003,Action,0.35,0.27,0.0,0.09,0.71
12074,Silent Hill 4: The Room,PS2,2004,Action,0.25,0.19,0.0,0.06,0.5
12075,Silent Hill 4: The Room,XB,2004,Action,0.14,0.04,0.0,0.01,0.19000000000000003
12076,Silent Hill HD Collection,PS3,2012,Action,0.15,0.11,0.03,0.05,0.34
12077,Silent Hill HD Collection,X360,2012,Action,0.11,0.06,0.01,0.02,0.19999999999999998
12078,Silent Hill: Book of Memories,PSV,2012,Action,0.13,0.06,0.0,0.04,0.23
12079,Silent Hill: Downpour,PS3,2012,Action,0.21,0.16,0.04,0.06,0.47
12080,Silent Hill: Downpour,X360,2012,Action,0.22,0.08,0.0,0.03,0.32999999999999996
12081,Silent Hill: Origins,PS2,2008,Action,0.03,0.03,0.0,0.01,0.06999999999999999
12082,Silent Hill: Origins,PSP,2007,Action,0.22,0.16,0.04,0.1,0.52
12083,Silent Hill: Shattered Memories,PS2,2010,Action,0.13,0.22,0.01,0.23,0.59
12084,Silent Hill: Shattered Memories,PSP,2010,Action,0.09,0.13,0.01,0.08,0.31
12085,Silent Hill: Shattered Memories,Wii,2009,Action,0.23,0.19,0.01,0.05,0.48000000000000004
12086,Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,0.0,0.21,0.0,0.05,0.26
12087,Silent Hunter III,PC,2005,Simulation,0.0,0.07,0.0,0.01,0.08
12088,Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,0.0,0.04,0.0,0.01,0.05
12089,Silent Scope,GBA,2002,Shooter,0.02,0.01,0.0,0.0,0.03
12090,Silent Scope,PS2,2000,Shooter,0.19,0.15,0.0,0.05,0.38999999999999996
12091,Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,0.09,0.07,0.0,0.02,0.18
12092,Silent Scope 3,PS2,2002,Shooter,0.08,0.06,0.0,0.02,0.16
12093,Silent Scope Complete,XB,2004,Shooter,0.07,0.02,0.0,0.0,0.09000000000000001
12094,Silhouette Mirage,PS,1998,Platform,0.03,0.02,0.0,0.0,0.05
12095,Silly Bandz: Play The Craze,DS,2010,Puzzle,0.1,0.0,0.0,0.01,0.11
12096,Silpheed: The Lost Planet,PS2,2000,Shooter,0.03,0.03,0.0,0.01,0.06999999999999999
12097,Silverlicious,DS,2012,Action,0.03,0.0,0.0,0.0,0.03
12098,Sim Theme Park,PC,1998,Strategy,2.04,0.04,0.0,0.0,2.08
12099,Sim Theme Park,PS,1999,Strategy,0.35,0.24,0.0,0.04,0.63
12100,SimAnimals,DS,2009,Simulation,0.26,0.21,0.0,0.06,0.53
12101,SimAnimals,Wii,2009,Simulation,0.15,0.14,0.0,0.03,0.32000000000000006
12102,SimAnimals Africa,DS,2009,Simulation,0.08,0.02,0.0,0.01,0.11
12103,SimAnimals Africa,Wii,2009,Simulation,0.1,0.01,0.0,0.01,0.12
12104,SimCity,PC,1988,Simulation,0.0,0.02,0.0,0.01,0.03
12105,SimCity,SNES,1991,Simulation,0.93,0.27,0.75,0.04,1.9900000000000002
12106,SimCity (2013),PC,2013,Simulation,0.48,0.77,0.0,0.19,1.44
12107,SimCity 2000,GBA,2003,Simulation,0.08,0.03,0.0,0.0,0.11
12108,SimCity 2000,PC,1992,Simulation,1.2,0.84,0.0,0.1,2.14
12109,SimCity 2000,PS,1996,Simulation,0.68,0.46,0.0,0.08,1.2200000000000002
12110,SimCity 2000,SAT,1994,Simulation,0.0,0.0,0.28,0.0,0.28
12111,SimCity 2000,SNES,1995,Simulation,0.0,0.0,0.49,0.0,0.49
12112,SimCity 4: Deluxe Edition,PC,2003,Simulation,0.0,0.06,0.0,0.01,0.06999999999999999
12113,SimCity Creator,DS,2008,Simulation,0.3,0.03,0.0,0.03,0.36
12114,SimCity Creator,Wii,2008,Simulation,0.37,0.03,0.04,0.04,0.48
12115,SimCity Creator (JP sales),DS,2008,Simulation,0.0,0.0,0.18,0.0,0.18
12116,SimCity DS,DS,2007,Simulation,0.33,0.03,0.21,0.03,0.6
12117,SimCity Societies,PC,2007,Simulation,0.0,0.02,0.0,0.0,0.02
12118,SimEarth: The Living Planet,SNES,1991,Simulation,0.0,0.0,0.16,0.0,0.16
12119,Simple 1500 Series Vol. 1: The Mahjong,PS,1998,Misc,0.0,0.0,0.99,0.07,1.06
12120,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,PS,2001,Shooter,0.31,0.21,0.0,0.04,0.56
12121,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,0.0,0.0,0.02,0.0,0.02
12122,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007,Strategy,0.0,0.0,0.01,0.0,0.01
12123,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Action,0.0,0.0,0.02,0.0,0.02
12124,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007,Misc,0.0,0.0,0.01,0.0,0.01
12125,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,0.0,0.0,0.04,0.0,0.04
12126,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008,Action,0.0,0.0,0.01,0.0,0.01
12127,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008,Adventure,0.0,0.0,0.02,0.0,0.02
12128,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006,Adventure,0.0,0.0,0.03,0.0,0.03
12129,Simpsons Wrestling,PS,2001,Fighting,0.23,1.16,0.0,0.11,1.5
12130,Sin and Punishment,N64,2000,Shooter,0.0,0.0,0.13,0.0,0.13
12131,Sin and Punishment: Star Successor,Wii,2009,Shooter,0.2,0.14,0.06,0.04,0.44
12132,Sing Party,WiiU,2012,Misc,0.13,0.12,0.0,0.02,0.27
12133,Sing4: The Hits Edition,Wii,2011,Misc,0.18,0.0,0.0,0.01,0.19
12134,SingStar,PS2,2004,Misc,0.0,1.37,0.0,0.49,1.86
12135,SingStar,PS3,2007,Misc,0.45,0.58,0.0,0.13,1.1600000000000001
12136,SingStar '80s,PS2,2005,Misc,0.27,0.02,0.0,1.02,1.31
12137,SingStar '90s,PS2,2007,Misc,0.1,0.59,0.0,0.18,0.8699999999999999
12138,SingStar Abba,PS2,2008,Misc,0.23,0.04,0.0,1.09,1.36
12139,SingStar Abba,PS3,2008,Misc,0.27,0.51,0.0,0.17,0.9500000000000001
12140,SingStar Amped,PS2,2007,Misc,0.23,0.18,0.0,0.06,0.47000000000000003
12141,SingStar Anthems,PS2,2006,Misc,0.0,0.68,0.0,0.2,0.8800000000000001
12142,SingStar Apres-Ski Party 2,PS3,2010,Misc,0.0,0.07,0.0,0.02,0.09000000000000001
12143,SingStar Chartbreaker,PS3,2009,Misc,0.0,0.02,0.0,0.01,0.03
12144,SingStar Country,PS2,2008,Misc,0.14,0.11,0.0,0.04,0.29
12145,SingStar Dance,PS3,2010,Misc,0.09,0.32,0.0,0.12,0.53
12146,SingStar Fussballhits,PS3,2010,Misc,0.0,0.02,0.0,0.01,0.03
12147,SingStar Guitar,PS3,2010,Misc,0.0,0.08,0.0,0.02,0.1
12148,SingStar Latino,PS2,2007,Misc,0.07,0.05,0.0,0.02,0.14
12149,SingStar Latino,PS3,2009,Misc,0.11,0.0,0.0,0.01,0.12
12150,SingStar Legends,PS2,2006,Misc,0.12,0.75,0.0,0.23,1.1
12151,SingStar Mallorca Party,PS3,2009,Misc,0.0,0.04,0.0,0.02,0.06
12152,SingStar Motown,PS2,2009,Misc,0.0,0.06,0.0,0.38,0.44
12153,SingStar Motown,PS3,2009,Misc,0.0,0.16,0.0,0.02,0.18
12154,SingStar Party,PS2,2004,Misc,0.0,1.04,0.0,0.31,1.35
12155,SingStar Pop,PS2,2007,Misc,0.04,1.08,0.0,0.32,1.4400000000000002
12156,SingStar Pop Edition,PS3,2009,Misc,0.0,0.19,0.0,0.05,0.24
12157,SingStar Pop Hits,PS2,2007,Misc,0.0,0.5,0.0,0.15,0.65
12158,SingStar Pop Vol.2,PS2,2008,Misc,0.09,0.07,0.0,0.02,0.18
12159,SingStar Queen,PS2,2009,Misc,0.08,0.12,0.0,0.44,0.64
12160,SingStar Queen,PS3,2009,Misc,0.11,0.26,0.0,0.08,0.45
12161,SingStar R&B,PS2,2007,Misc,0.0,0.05,0.0,0.6,0.65
12162,SingStar Rocks!,PS2,2006,Misc,0.0,0.84,0.0,0.25,1.0899999999999999
12163,SingStar Summer Party,PS2,2008,Misc,0.0,0.06,0.0,0.48,0.54
12164,SingStar Take That,PS2,2009,Misc,0.0,0.06,0.0,0.39,0.45
12165,SingStar Take That,PS3,2009,Misc,0.0,0.3,0.0,0.03,0.32999999999999996
12166,SingStar Vol. 2,PS3,2008,Misc,0.29,0.4,0.0,0.13,0.82
12167,SingStar Vol. 3,PS3,2008,Misc,0.0,0.11,0.0,0.03,0.14
12168,SingStar: Back to the 80s,PS3,2011,Misc,0.0,0.16,0.0,0.05,0.21000000000000002
12169,SingStar: Made In Germany,PS3,2009,Misc,0.0,0.07,0.0,0.02,0.09000000000000001
12170,Singstar: Ultimate Party,PS3,2014,Misc,0.0,0.12,0.0,0.02,0.13999999999999999
12171,Singstar: Ultimate Party,PS4,2014,Misc,0.0,0.16,0.0,0.03,0.19
12172,Singularity,PC,2010,Shooter,0.0,0.04,0.0,0.01,0.05
12173,Sins of a Solar Empire,PC,2008,Strategy,0.0,0.02,0.0,0.01,0.03
12174,Sins of a Solar Empire: Trinity,PC,2010,Strategy,0.0,0.03,0.0,0.01,0.04
12175,Siren,PS2,2003,Adventure,0.09,0.07,0.0,0.02,0.18
12176,Siren: Blood Curse,PS3,2008,Action,0.0,0.17,0.09,0.02,0.28
12177,Sitting Ducks,GBA,2003,Platform,0.02,0.01,0.0,0.0,0.03
12178,Sitting Ducks,PS2,2003,Platform,0.03,0.02,0.0,0.01,0.060000000000000005
12179,Six Flags Fun Park,DS,2008,Misc,0.17,0.0,0.0,0.01,0.18000000000000002
12180,Six Flags Fun Park,Wii,2009,Misc,0.28,0.1,0.0,0.04,0.42
12181,Skate,PS3,2007,Sports,0.29,0.05,0.0,0.04,0.37999999999999995
12182,Skate,X360,2007,Sports,0.62,0.04,0.0,0.06,0.72
12183,Skate 2,PS3,2009,Sports,0.46,0.26,0.01,0.12,0.85
12184,Skate 2,X360,2009,Sports,0.82,0.17,0.01,0.09,1.09
12185,Skate 3,PS3,2010,Sports,0.79,0.94,0.0,0.35,2.08
12186,Skate 3,X360,2010,Sports,1.46,0.98,0.0,0.24,2.6799999999999997
12187,Skate City Heroes,Wii,2008,Sports,0.11,0.0,0.0,0.01,0.12
12188,Skate it,DS,2008,Sports,0.14,0.02,0.0,0.01,0.17
12189,Skate it,Wii,2008,Sports,0.51,0.04,0.0,0.05,0.6000000000000001
12190,Skeleton Warriors,PS,1996,Platform,0.04,0.03,0.0,0.01,0.08
12191,Ski Region Simulator,PC,2011,Simulation,0.0,0.05,0.0,0.01,0.060000000000000005
12192,Ski and Shoot,Wii,2008,Sports,0.04,0.04,0.0,0.01,0.09
12193,Ski-Doo Snowmobile Challenge,PS3,2009,Racing,0.1,0.0,0.0,0.01,0.11
12194,Ski-Doo Snowmobile Challenge,Wii,2009,Racing,0.08,0.0,0.0,0.01,0.09
12195,Skies of Arcadia,DC,2000,Role-Playing,0.0,0.0,0.09,0.0,0.09
12196,Skies of Arcadia Legends,GC,2002,Role-Playing,0.17,0.04,0.0,0.01,0.22000000000000003
12197,SkullMonkeys,PS,1998,Platform,0.07,0.05,0.0,0.01,0.13
12198,Sky Dancers,GBA,2005,Action,0.02,0.01,0.0,0.0,0.03
12199,Sky Gunner,PS2,2001,Action,0.04,0.03,0.0,0.01,0.08
12200,Sky Odyssey,PS2,2000,Simulation,0.16,0.12,0.0,0.04,0.32
12201,Skydiving Extreme,PS,2001,Sports,0.04,0.03,0.0,0.01,0.08
12202,Skylanders Giants,3DS,2012,Action,0.12,0.01,0.0,0.01,0.14
12203,Skylanders Giants,Wii,2012,Action,1.56,0.88,0.0,0.22,2.66
12204,Skylanders Giants,WiiU,2012,Action,0.23,0.12,0.0,0.04,0.38999999999999996
12205,Skylanders Giants,X360,2012,Action,0.75,0.45,0.0,0.11,1.31
12206,Skylanders SWAP Force,3DS,2013,Platform,0.1,0.12,0.0,0.02,0.24
12207,Skylanders SWAP Force,PS3,2013,Platform,0.43,0.44,0.0,0.2,1.07
12208,Skylanders SWAP Force,PS4,2013,Platform,0.2,0.12,0.0,0.05,0.37
12209,Skylanders SWAP Force,Wii,2013,Platform,1.32,0.83,0.0,0.2,2.35
12210,Skylanders SWAP Force,WiiU,2013,Platform,0.4,0.15,0.0,0.06,0.6100000000000001
12211,Skylanders SWAP Force,X360,2013,Platform,0.86,0.36,0.0,0.11,1.33
12212,Skylanders SWAP Force,XOne,2013,Platform,0.22,0.06,0.0,0.02,0.30000000000000004
12213,Skylanders: Spyro's Adventure,3DS,2011,Action,0.32,0.2,0.0,0.05,0.5700000000000001
12214,Skylanders: Spyro's Adventure,PC,2011,Action,0.05,0.03,0.0,0.01,0.09
12215,Skylanders: Spyro's Adventure,PS3,2011,Action,0.39,0.4,0.0,0.16,0.9500000000000001
12216,Skylanders: Spyro's Adventure,Wii,2011,Action,1.4,1.14,0.0,0.31,2.85
12217,Skylanders: Spyro's Adventure,X360,2011,Action,0.53,0.35,0.0,0.1,0.98
12218,Skylanders: SuperChargers,3DS,2015,Action,0.05,0.06,0.0,0.01,0.12
12219,Skylanders: SuperChargers,PS3,2015,Action,0.15,0.18,0.0,0.06,0.38999999999999996
12220,Skylanders: SuperChargers,PS4,2015,Action,0.17,0.08,0.0,0.05,0.3
12221,Skylanders: SuperChargers,Wii,2015,Action,0.05,0.19,0.0,0.02,0.26
12222,Skylanders: SuperChargers,WiiU,2015,Action,0.25,0.18,0.0,0.04,0.47
12223,Skylanders: SuperChargers,X360,2015,Action,0.24,0.18,0.0,0.04,0.45999999999999996
12224,Skylanders: SuperChargers,XOne,2015,Action,0.16,0.05,0.0,0.02,0.23
12225,Skylanders: Trap Team,3DS,2014,Action,0.14,0.1,0.0,0.02,0.26
12226,Skylanders: Trap Team,PS3,2014,Action,0.24,0.33,0.0,0.12,0.6900000000000001
12227,Skylanders: Trap Team,PS4,2014,Action,0.18,0.17,0.0,0.07,0.42
12228,Skylanders: Trap Team,Wii,2014,Action,0.42,0.54,0.0,0.08,1.04
12229,Skylanders: Trap Team,WiiU,2014,Action,0.39,0.25,0.0,0.06,0.7
12230,Skylanders: Trap Team,X360,2014,Action,0.54,0.31,0.0,0.08,0.93
12231,Skylanders: Trap Team,XOne,2014,Action,0.25,0.07,0.0,0.03,0.35
12232,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,0.04,0.03,0.0,0.01,0.08
12233,Slam Dunk SD Heat Up!!,SNES,1995,Sports,0.0,0.0,0.05,0.0,0.05
12234,Slam Dunk: Yonkyo Taiketsu!!,SNES,1994,Sports,0.0,0.0,0.27,0.0,0.27
12235,Slayers,SNES,1994,Role-Playing,0.0,0.0,0.12,0.0,0.12
12236,Slayers Royal,PS,1998,Role-Playing,0.0,0.0,0.08,0.01,0.09
12237,Slayers Royal 2,SAT,1998,Role-Playing,0.0,0.0,0.08,0.0,0.08
12238,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,0.05,0.0,0.0,0.0,0.05
12239,Sled Storm,PS,1998,Racing,0.9,0.61,0.0,0.11,1.62
12240,Sled Storm,PS2,2002,Racing,0.22,0.17,0.0,0.06,0.45
12241,Sleeping Dogs,PC,2012,Action,0.06,0.05,0.0,0.02,0.13
12242,Sleeping Dogs,PS3,2012,Action,0.31,0.5,0.05,0.19,1.05
12243,Sleeping Dogs,PS4,2014,Action,0.16,0.2,0.0,0.07,0.43
12244,Sleeping Dogs,X360,2012,Action,0.38,0.41,0.01,0.08,0.88
12245,Sleeping Dogs,XOne,2014,Action,0.1,0.09,0.0,0.02,0.21
12246,Sleepover Party,Wii,2009,Misc,0.03,0.0,0.0,0.0,0.03
12247,Slide Adventure: Mag Kid,DS,2007,Action,0.0,0.0,0.01,0.0,0.01
12248,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,0.0,0.0,0.13,0.0,0.13
12249,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003,Adventure,0.0,0.0,0.36,0.01,0.37
12250,Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,0.0,0.0,0.2,0.0,0.2
12251,Sloane to MacHale no Nazo no Monogatari 2,DS,2009,Puzzle,0.0,0.0,0.09,0.0,0.09
12252,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010,Misc,0.0,0.0,0.01,0.0,0.01
12253,Sly 2: Band of Thieves,PS2,2004,Platform,0.88,0.69,0.0,0.23,1.7999999999999998
12254,Sly 2: Band of Thieves,PS3,2010,Platform,0.0,0.05,0.0,0.02,0.07
