,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
15863,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.06,0,0.03,0.02
15864,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.94,0.02,0M,0.08
15865,Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0
15866,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01
15867,Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.2,0.03,0.08
15868,Wheel of Fortune,Wii,2010,Misc,THQ,0.89,0.04,0,0.06
15869,Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06
15870,Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0,0
15871,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0,0.29,0.12
15872,Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0,0.01
15873,FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.7,0.01,0.37
15874,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0,0,0.05,0
15875,Overwatch,PC,2016,Shooter,Activision,0.22,0.18,0,0.04
15876,BloodRayne,GC,2002,Shooter,Universal Interactive,0.09,0.02,0,0
15877,Street Fighter X Tekken,PC,2012,Fighting,Capcom,0,0.02,0,0
15878,Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,0.06,0
15879,The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13
15880,Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.36,0.06,0,0.03
15881,Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0,0,0.01
15882,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005,Platform,Activision,0.06,0.02,0,0
15883,Fatal Fury: Wild Ambition,PS,1999,Fighting,SNK Playmore,0.03,0.02,0,0
15884,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,0.7,0,0.11
15885,Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0,0.05
15886,The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,0.16,0.1,0,0.03
15887,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015,Action,Unknown,0,0.01,0,0
15888,Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0,0,0.01,0
15889,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06
15890,Pirates: Duels on the High Seas,DS,2008,Action,Oxygen Interactive,0.03,0,0,0
15891,Moto Racer,PS,1997,Racing,Electronic Arts,0.45,0.3,0,0.05
15892,Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0,0,0
15893,Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0,0
15894,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37
15895,Fisherman's Bait 2: Big Ol' Bass,PS,1999,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02
15896,NCAA Basketball 10,PS3,2009,Sports,Electronic Arts,0.31,0,0,0.03
15898,ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01
15899,NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0,0.01
15900,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0,0,0.18,0
15901,Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,0.46,0.62,0.06,0.23
15902,Beetle Adventure Racing!,N64,1999,Racing,Electronic Arts,0.4,0.2,0,0.02
15903,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0,0,0.16,0
15904,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47
15905,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01
15906,Harvest Moon DS (US sales),DS,2005,Simulation,Rising Star Games,0.41,0.07,0,0
15907,Doom (2016),PC,2016,Shooter,Bethesda Softworks,0.06,0.1,0,0.01
15908,NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02
15909,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0,0,0.05,0
15910,Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,0,0,0.09,0
15911,Super Bubble Pop,XB,2002,Puzzle,Jaleco,0.01,0,0,0M
15912,Country Dance,Wii,2011,Misc,Funbox Media,0.59,0.04,0,0.04
15913,Puyo Puyo 7,Wii,2009,Puzzle,Sega,0,0,0.05,0
15914,Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0,0.01
15915,Cross Channel: In Memory of All People,X360,2011,Adventure,CyberFront,0,0,0.02,0
15916,Jampack Winter 2001,PS2,2001,Misc,Sony Computer Entertainment,0.35,0.28,0,0.09
15917,Agatha Christie: Peril at End House,PC,2009,Adventure,JoWood Productions,0,0.01,0,0
15918,S.Y.K Renshouden Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0
15919,Flight Control Rocket,GBA,2005,Simulation,THQ,0.31,0.12,0,0.01
15920,Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.2,0.09,0,0.03
15921,F1 2016 (Codemasters),XOne,2016,Racing,Codemasters,0.01,0.07,0,0.01
15922,Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02
15923,thinkSMART,DS,2010,Misc,Conspiracy Entertainment,0.09,0,0,0.01
15924,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0,0
15925,PoPoLoCrois (JP sales),PSP,2005,Role-Playing,Ignition Entertainment,0,0,0.08,0
15926,NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0.11,0,0.04
15927,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0
15928,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61
15929,Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01
15930,.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.17,0
15931,Shining Tears,PS2,2004,Role-Playing,Sega,0.05,0.04,0,0.01
15932,DokuSui: DokiDoki Suikoden,PSP,2011,Role-Playing,Irem Software Engineering,0,0,0.01,0
15933,The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.97,0.02,0.34
15934,Operation Darkness,X360,2007,Role-Playing,Success,0.07,0,0,0
15935,SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06
15936,Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,0.3,0.02
15937,NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03
15938,Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios,0.21,0.06,0,0.01
15939,Patapon 3,PSP,2011,Misc,Sony Computer Entertainment,0.05,0.04,0.17,0.02
15940,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0,0.03
15941,Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0,0
15942,Romance of the Three Kingdoms XI,PS2,2007,Strategy,Tecmo Koei,0,0,0.07,0
15943,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0,0.03
15944,Caligula,PSV,2016,Role-Playing,FuRyu,0,0,0.05,0
15945,FIFA 15,Wii,2014,Sports,Electronic Arts,0.24,0.46,0,0.06
15946,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0,0.02
15947,Dokuro,PSV,2012,Action,GungHo,0,0,0.01,0
15948,Monster High: Ghoul Spirit,Wii,2011,Misc,THQ,0.44,0.08,0,0.04
15949,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02
15950,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0,0,0.11,0
15951,Jurassic: The Hunted,PS2,2009,Shooter,Activision,0.07,0.06,0,0.02
15952,Klax,2600,1989,Puzzle,Atari,0.14,0.01,0,0
15953,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,0,0,0.05,0
15954,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0,0.01
15955,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.02,0.01,0M,0
15956,Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,0.03,0,0,0
15957,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0,0,0.36,0
15958,Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,0.06,0,0,0
15959,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0,0,0.01
15960,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0,0,0.06,0
15961,FIFA Soccer 09 All-Play,Wii,2008,Sports,Electronic Arts,0.29,0.52,0,0.09
15962,John Daly's ProStroke Golf,PS3,2010,Sports,O-Games,0.09,0.02,0,0.01
15963,The Shoot,PS3,2010,Shooter,Sony Computer Entertainment,0.13,0.16,0.01,0.06
15964,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09
15965,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.09,0,0.02
15966,Bomberman Jetters,GC,2002,Puzzle,Hudson Soft,0.06,0.02,0,0
15967,Ice Age 2: The Meltdown,DS,2006,Platform,Vivendi Games,0.13,0.01,0,0.01
15968,Monopoly Party,PS2,2002,Misc,Infogrames,0.25,0.19,0,0.06
15969,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Sports,Aspyr,0.15,0,0,0.01
15970,The Italian Job,XB,2003,Racing,Eidos Interactive,0.06,0.02,0,0
15971,Scooby-Doo,GBA,2001,Platform,THQ,0.33,0.12,0,0.01
15972,Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0,0.09
15973,Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0,0,0.28,0
15974,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0,0.04,0,0
15975,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0,0,0.22,0
15976,Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive,0.16,0,0,0.01
15977,Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.09,0,0.03
15978,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,0.1,0
15979,King Arthur II,PC,2011,Strategy,Paradox Interactive,0,0.02,0,0
15980,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0,0.01
15981,Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,4.52,2.09,0.01,0.67
15982,Scrabble,DS,2009,Misc,Ubisoft,0.21,0.02,0,0.03
15983,Super Robot Wars OG: The Moon Dwellers,PS4,2016,Misc,Namco Bandai Games,0,0,0.09,0
15984,Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games,0,0,0.03,0
15986,Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0M,0.01,0,0
15987,Bomberman (jp sales),PSP,2006,Puzzle,Konami Digital Entertainment,0,0,0.01,0
15988,Running Wild,PS,1997,Racing,989 Studios,0.05,0.03,0,0.01
15989,Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0,0
15990,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008,Fighting,Takara Tomy,0,0,0.08,0
15991,UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0M,0
15992,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72
15993,WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04
15994,Alien Syndrome,PSP,2007,Role-Playing,Sega,0.07,0,0,0.01
15995,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0,0,0
15996,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0,0.03
15997,Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0,0,0.03,0
15998,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0M
15999,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010,Platform,Nippon Ichi Software,0.05,0,0.03,0.01
16000,Gallop & Ride!,Wii,2008,Sports,THQ,0.14,0,0,0.01
16001,Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0.22,0.17,0,0.06
16002,Deadly Arts,N64,1998,Fighting,Konami Digital Entertainment,0.03,0.01,0,0
16003,Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.38,0.04,0,0.03
16004,Iron Man,PS2,2008,Action,Sega,0.36,0,0,0.19
16005,Kenka Banchou Portable,PSP,2009,Action,Spike,0,0,0.01,0
16006,Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.01,0.01,0,0
16007,Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,0.02,0M,0
16008,Sakura Wars GB,GB,2000,Adventure,Media Factory,0,0,0.14,0
16009,MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,0.37,0.29,0,0.1
16010,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0,0.04
16011,Rock Band Country Track Pack,PS3,2009,Misc,MTV Games,0.18,0,0,0.01
16012,Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0,0,0.01
16013,Dynasty Warriors 7,X360,2011,Action,Tecmo Koei,0.16,0.07,0,0.02
16014,Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0,0,0.02
16015,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0,0.01
16016,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,0.02,0
16017,Smash Cars,PS2,2003,Racing,Metro 3D,0.06,0.04,0,0.01
16018,Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0,0,0.37,0
16019,FIFA Soccer 06,PSP,2005,Sports,Electronic Arts,0.1,0.01,0,0.01
16020,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03
16021,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0,0.01
16022,Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,0.06,0,0,0.01
16023,The King of Fighters '96,NG,1996,Fighting,SNK,0,0,0.06,0
16024,Intellivision Lives!,GC,2004,Misc,Crave Entertainment,0.05,0.01,0,0
16025,Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,0.1,0
16026,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0,0
16027,Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0,0,0.01,0
16028,Centipede / Breakout / Warlords,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0
16029,J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,0.07,0.14,0K,0.04
16030,NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0,0.01
16031,The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0,0.04
16032,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29
16033,Metal Gear Solid V: Ground Zeroes,XOne,2014,Action,Konami Digital Entertainment,0.15,0.11,0,0.02
16034,Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.05,0,0.01
16035,Homeworld 2,PC,2003,Strategy,Vivendi Games,0,0.03,0,0.01
16036,Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0M
16037,Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,0,0,0.05,0
16038,Bass Pro Shops: The Hunt,Wii,2010,Sports,XS Games,0.23,0,0,0.02
16039,Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0,0,0.01
16040,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0,0,0.01
16041,Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0,0.06
16042,Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,0.15,0.13,0.09,0.08
16043,ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0,0
16044,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16
16045,Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0
16046,The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0,0.07
16047,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0
16048,MySims SkyHeroes,Wii,2010,Action,Electronic Arts,0.18,0.1,0,0.03
16049,The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0,0
16050,Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0,0,0.02,0
16051,Spy Fiction,PS2,2003,Action,Sega,0.02,0.02,0,0.01
16052,Praetorians,PC,2003,Strategy,Eidos Interactive,0,0.04,0,0
16054,Thomas & Friends: Hero of the Rails,DS,2010,Misc,Unknown,0,0.07,0,0.01
16055,Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0,0.01
16056,Space Invaders,GBA,2002,Shooter,Activision,0.08,0.03,0,0
16057,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,0.05,0,0,0
16058,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.21,0.07,0.08
16059,International Superstar Soccer 64,N64,1997,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02
16060,MVP Baseball 2004,XB,2004,Sports,Electronic Arts,0.44,0.13,0,0.02
16061,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0.01
16062,Madden NFL 17,PS4,2016,Sports,Electronic Arts,0.92,0.08,0,0.23
16063,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0,0,0
16064,NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03
16065,ScrapLand,XB,2005,Action,Deep Silver,0.02,0,0,0
16066,Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.2,0.03,0.21,0.02
16067,Bound By Flame,X360,2014,Role-Playing,Unknown,0,0.01,0,0
16068,The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0,0,0
16069,Guitar Hero: Van Halen,Wii,2009,Misc,Activision,0.14,0.12,0,0.03
16070,Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04
16071,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02
16072,Cabela's Legendary Adventures,PS2,2008,Sports,Activision,0.21,0.16,0,0.05
16073,Fuel,X360,2009,Racing,Codemasters,0.09,0.19,0,0.04
16074,The Black Eyed Peas Experience,Wii,2011,Misc,Ubisoft,0.39,0.2,0,0.06M
16075,Grease,DS,2010,Misc,505 Games,0.1,0,0,0.01
16076,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0,0.01,0,0
16077,Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo,0.15,0.04,0,0.01
16078,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0,0.01
16079,Fishing Master World Tour,Wii,2009,Sports,Hudson Entertainment,0.09,0,0,0.01
16080,Arcana Famiglia 2,PSP,2013,Adventure,Comfort,0,0,0.02,0
16081,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0
16082,Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0,0,0.01,0
16083,Blues Brothers 2000,N64,2000,Platform,Virgin Interactive,0.04,0.01,0,0
16084,Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,0.03,0
16085,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0,0.01
16086,Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0,0,0.2,0
16087,Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0.04,0,0.02
16088,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0,0,0.01
16089,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0M,0.01
16090,Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03
16092,Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02
16093,My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,0.02,0,0,0
16094,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04
16095,Life is Strange,XOne,2016,Adventure,Square Enix,0.08,0.02,0,0.01
16096,Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0,0.11
16097,WWE SmackDown vs. Raw 2011,PS2,2010,Fighting,THQ,0.24,0.07,0,0.07
16098,Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04
16099,Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,0.02,0.01,0,0
16100,Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0,0,0
16101,Countdown: The Game,DS,2009,Puzzle,Mindscape,0,0.14,0,0.01
16102,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0,0,0.22,0
16104,Sled Storm,PS,1998,Racing,Electronic Arts,0.9,0.61,0,0.11
16105,Football Manager 2013,PC,2012,Sports,Sega,0,0.95,0,0.22
16106,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0,0.03
16107,You Don't Know Jack,PC,1995,Misc,Vivendi Games,0.01,0,0,0
16108,NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0.01
16109,NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27
16110,NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,0.3,0.02,0,0
16111,FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0,0.03
16112,Diablo III,PS3,2013,Role-Playing,Activision,0.71,0.83,0.15,0.35
16113,Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0,0,0
16114,White Knight Chronicles II,PS3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05
16115,Mat Hoffman's Pro BMX 2,GC,2002,Sports,Activision,0.03,0.01M,0,0
16116,Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006,Misc,Daito,0,0,0.03,0
16117,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0,0,0.11,0
16118,Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,60K,0,0.03
16119,Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.03,0,0.01
16120,Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0,0
16121,Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,0.29,0
16122,NASCAR Rumble,PS,2000,Racing,Electronic Arts,0.31,0.21,0,0.04
16123,Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,0.32,0.25,0,0.08
16124,I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.19,0,0,0.01
16125,F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08
16126,La Corda d'Oro 4,PSV,2016,Action,Tecmo Koei,0,0,0.02,0
16127,NFL Blitz 2000,PS,1998,Sports,Midway Games,0.6,0.41,0,0.07
16128,The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0,70K,0,0.02
16129,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,0.03,0.02,0,0
16131,One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai Games,0,0,0.08,0
16132,Sakura-Sou no Pet na Kanojo,PSV,2013,Adventure,Kadokawa Games,0,0,0.01,0
16133,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0,0,0.06,0
16134,Kileak: The DNA Imperative,PS,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02
16135,Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09
16136,4 Elements,PC,2009,Puzzle,Mastertronic,0,0.04M,0,0.01
16137,50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0,0.16
16138,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0,0.17
16139,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0,0.01
16140,Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0,0,0.01
16141,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22M
16142,Ace Combat 5: The Unsung War,PS2,2004,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18
16143,DJ Hero,Wii,2009,Misc,Activision,0.47,0.23,0K,70K
16144,Bratz: The Movie,Wii,2007,Simulation,THQ,0.24,0.01,0,0.02
16145,Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,0,0,0.19,0
16146,Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.27,0,0,0.03
16147,BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01
16148,Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.17,0.01,0,0.01
16150,Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01
16151,Major League Baseball 2K11,DS,2011,Sports,Take-Two Interactive,0.09,0,0,0.01
16152,Taiko no Tatsujin Wii,Wii,2008,Misc,Namco Bandai Games,0M,0,0.67,0
16153,MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.12,0,0.01,0.01
16154,RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.39,0.16,0,0.02
16155,Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03
16156,Band Hero,PS2,2009,Misc,Activision,0.15,0.06,0,0.2
16157,The Suffering,PS2,2004,Action,Midway Games,0.2,160K,0,0.05
16158,NBA In The Zone '98,N64,1997,Sports,Konami Digital Entertainment,0.25,0.02,0,0
16159,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31
16160,DiRT,PS3,2007,Racing,Codemasters,0.16,0.67,0,0.23
16161,Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,0.02,0.01,0,0
16162,ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0
