,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales
11599,San Goku Shi DS 3,DS,2010,Strategy,0.0,0.0,0.04,0.0
11600,San Goku Shi Taisen DS,DS,2007,Strategy,0.0,0.0,0.16,0.0
11601,San Goku Shi Taisen Ten,DS,2008,Strategy,0.0,0.0,0.07,0.0
11602,San Goku Shi V,SAT,1996,Strategy,0.0,0.0,0.12,0.0
11603,San-X Character Channel: All-Star Daishuugou!,DS,2008,Action,0.0,0.0,0.01,0.0
11604,San-X Land: Theme Park de Asobou!,DS,2006,Action,0.0,0.0,0.04,0.0
11605,San-X: Chara Sagashi Land,DS,2007,Action,0.0,0.0,0.01,0.0
11606,Sands of Destruction,DS,2008,Role-Playing,0.09,0.0,0.13,0.01
11607,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,Adventure,0.0,0.0,0.01,0.0
11608,Sangoku Koi Senki: Otome no Heihou!,PS2,2011,Adventure,0.0,0.0,0.01,0.0
11609,Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Adventure,0.0,0.0,0.04,0.0
11610,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,0.0,0.0,0.02,0.0
11611,Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,0.06,0.0,0.0,0.0
11612,Sarah: Keeper of the Unicorn,DS,2009,Adventure,0.02,0.0,0.0,0.0
11613,Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,0.0,0.0,0.04,0.0
11614,Saru! Get You! SaruSaru Daisakusen,PSP,2007,Platform,0.0,0.0,0.03,0.0
11615,Satisfashion,DS,2010,Misc,0.06,0.0,0.0,0.0
11616,Satisfashion,Wii,2010,Misc,0.01,0.0,0.0,0.0
11617,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,0.0,0.0,0.01,0.0
11618,Saturday Night Slam Masters,SNES,1994,Fighting,0.0,0.0,0.16,0.0
11619,Saturday Night Speedway,PS2,2004,Racing,0.1,0.08,0.0,0.03
11620,Saturn Bomberman,SAT,1996,Puzzle,0.0,0.0,0.15,0.0
11621,Savage Skies,PS2,2002,Shooter,0.04,0.03,0.0,0.01
11622,Saw II: Flesh & Blood,PS3,2010,Action,0.1,0.07,0.0,0.03
11623,Saw II: Flesh & Blood,X360,2010,Action,0.1,0.04,0.0,0.01
11624,Scaler,GC,2004,Platform,0.03,0.01,0.0,0.0
11625,Scaler,PS2,2004,Platform,0.05,0.04,0.0,0.01
11626,Scaler,XB,2004,Platform,0.03,0.01,0.0,0.0
11627,Scared Rider Xechs,PS2,2010,Adventure,0.0,0.0,0.02,0.0
11628,Scarface: Money. Power. Respect.,PSP,2006,Strategy,0.15,0.0,0.0,0.01
11629,Scarface: The World is Yours,PC,2006,Action,0.01,0.02,0.0,0.01
11630,Scarface: The World is Yours,PS2,2006,Action,0.99,0.04,0.0,0.16
11631,Scarface: The World is Yours,Wii,2007,Action,0.12,0.01,0.0,0.01
11632,Scarface: The World is Yours,XB,2006,Action,0.37,0.11,0.0,0.02
11633,Scarlett: Nichijou no Kyoukaisen,PS2,2008,Adventure,0.0,0.0,0.01,0.0
11634,Scene It? Box Office Smash,X360,2008,Misc,0.33,0.25,0.0,0.07
11635,Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,0.1,0.01,0.0,0.01
11636,Scene It? Bright Lights! Big Screen!,Wii,2009,Misc,0.13,0.0,0.0,0.01
11637,Scene It? Bright Lights! Big Screen!,X360,2009,Misc,0.12,0.0,0.0,0.01
11638,Scene It? Lights Camera Action,X360,2007,Misc,0.43,0.02,0.0,0.04
11639,Scene It? Twilight,DS,2010,Misc,0.11,0.07,0.0,0.02
11640,Scene It? Twilight,Wii,2009,Misc,0.16,0.08,0.0,0.02
11641,Schlag den Raab,PC,2010,Misc,0.0,0.02,0.0,0.01
11642,Schlag den Raab,Wii,2010,Misc,0.0,0.17,0.0,0.03
11643,School Days LxH,PS2,2008,Adventure,0.0,0.0,0.02,0.0
11644,Science Papa,DS,2009,Misc,0.09,0.01,0.0,0.01
11645,Science Papa,Wii,2009,Misc,0.12,0.01,0.0,0.01
11646,Scooby Doo and the Cyber Chase,PS,2001,Adventure,0.59,1.23,0.0,0.13
11647,Scooby-Doo,GBA,2001,Platform,0.33,0.12,0.0,0.01
11648,Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,0.51,0.19,0.0,0.01
11649,Scooby-Doo and the Cyber Chase,GBA,2001,Adventure,0.3,0.11,0.0,0.01
11650,Scooby-Doo! Classic Creep Capers,N64,2000,Action,0.3,0.06,0.0,0.0
11651,Scooby-Doo! First Frights,DS,2009,Action,0.63,0.17,0.0,0.07
11652,Scooby-Doo! First Frights,PS2,2009,Action,0.14,0.03,0.0,0.16
11653,Scooby-Doo! First Frights,Wii,2009,Action,0.88,0.05,0.0,0.07
11654,Scooby-Doo! Mystery Mayhem,GBA,2003,Action,0.31,0.12,0.0,0.01
11655,Scooby-Doo! Mystery Mayhem,GC,2004,Action,0.17,0.04,0.0,0.01
11656,Scooby-Doo! Mystery Mayhem,PS2,2004,Action,0.22,0.17,0.0,0.06
11657,Scooby-Doo! Mystery Mayhem,XB,2004,Action,0.11,0.03,0.0,0.01
11658,Scooby-Doo! Night of 100 Frights,GC,2002,Platform,0.23,0.06,0.0,0.01
11659,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,1.17,0.72,0.0,0.22
11660,Scooby-Doo! Night of 100 Frights,XB,2003,Platform,0.11,0.03,0.0,0.01
11661,Scooby-Doo! Unmasked,DS,2005,Platform,0.07,0.02,0.0,0.01
11662,Scooby-Doo! Unmasked,GBA,2005,Platform,0.13,0.05,0.0,0.0
11663,Scooby-Doo! Unmasked,GC,2005,Platform,0.12,0.03,0.0,0.0
11664,Scooby-Doo! Unmasked,PS2,2005,Platform,0.12,0.1,0.0,0.03
11665,Scooby-Doo! Unmasked,XB,2005,Platform,0.06,0.02,0.0,0.0
11666,Scooby-Doo! Who's Watching Who?,DS,2006,Adventure,0.08,0.01,0.0,0.01
11667,Scooby-Doo! Who's Watching Who?,PSP,2006,Adventure,0.07,0.01,0.0,0.01
11668,Scooby-Doo! and the Spooky Swamp,DS,2010,Action,0.26,0.1,0.0,0.03
11669,Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,0.08,0.11,0.0,0.08
11670,Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,0.29,0.13,0.0,0.04
11671,Scrabble,DS,2009,Misc,0.21,0.02,0.0,0.03
11672,Scrabble,PS,1999,Misc,0.14,0.1,0.0,0.02
11673,Scrabble,PSP,2009,Misc,0.08,0.0,0.0,0.01
11674,Scrabble (Others sales),DS,2009,Puzzle,0.0,0.24,0.0,0.0
11675,Scrabble 2007 Edition,DS,2007,Puzzle,0.0,0.48,0.0,0.0
11676,Scrabble Blast!,GBA,2005,Misc,0.04,0.01,0.0,0.0
11677,ScrapLand,XB,2005,Action,0.02,0.0,0.0,0.0
11678,Scribblenauts,DS,2009,Puzzle,1.71,0.32,0.02,0.18
11679,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,0.09,0.0,0.0,0.01
11680,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,0.1,0.0,0.0,0.01
11681,Scribblenauts: Unlimited,3DS,2012,Action,0.55,0.01,0.0,0.04
11682,Scribblenauts: Unlimited,WiiU,2012,Action,0.26,0.09,0.0,0.03
11683,Scripps Spelling Bee,DS,2010,Simulation,0.15,0.0,0.0,0.01
11684,Scurge: Hive,DS,2006,Action,0.05,0.0,0.0,0.0
11685,Sea Monsters: A Prehistoric Adventure,DS,2007,Adventure,0.01,0.0,0.0,0.0
11686,Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,0.04,0.0,0.0,0.0
11687,Sea Park Tycoon,DS,2010,Simulation,0.02,0.01,0.0,0.0
11688,SeaBlade,XB,2002,Shooter,0.04,0.01,0.0,0.0
11689,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2005,Adventure,0.05,0.0,0.0,0.0
11690,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,2005,Adventure,0.06,0.02,0.0,0.0
11691,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GC,2005,Adventure,0.07,0.02,0.0,0.0
11692,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,0.08,0.06,0.0,0.02
11693,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005,Adventure,0.01,0.0,0.0,0.0
11694,Seaman,DC,1999,Simulation,0.0,0.0,0.52,0.0
11695,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,0.0,0.0,0.06,0.0
11696,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,0.0,0.0,0.32,0.0
11697,Second Sight,GC,2004,Adventure,0.04,0.01,0.0,0.0
11698,Second Sight,PS2,2004,Adventure,0.07,0.05,0.0,0.02
11699,Second Sight,XB,2004,Adventure,0.05,0.02,0.0,0.0
11700,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,0.56,0.21,0.0,0.01
11701,Secret Agent Clank,PS2,2009,Platform,0.13,0.18,0.0,0.29
11702,Secret Agent Clank,PSP,2008,Platform,0.04,0.03,0.04,0.02
11703,Secret Agent Clank(US sales),PSP,2008,Platform,0.33,0.22,0.0,0.0
11704,Secret Files 2: Puritas Cordis,DS,2009,Adventure,0.0,0.01,0.0,0.0
11705,Secret Files 2: Puritas Cordis,PC,2009,Adventure,0.0,0.03,0.0,0.01
11706,Secret Files 2: Puritas Cordis,Wii,2009,Adventure,0.0,0.03,0.0,0.0
11707,Secret Files: Tunguska,DS,2008,Adventure,0.04,0.01,0.0,0.0
11708,Secret Files: Tunguska,PC,2006,Adventure,0.0,0.04,0.0,0.01
11709,Secret Files: Tunguska,Wii,2008,Adventure,0.05,0.02,0.0,0.01
11710,Secret Game Portable,PSP,2010,Adventure,0.0,0.0,0.01,0.0
11711,Secret Service,X360,2008,Action,0.04,0.0,0.0,0.0
11712,Secret Service: Ultimate Sacrifice,PS2,2008,Action,0.03,0.03,0.0,0.01
11713,Secret Weapons Over Normandy,PS2,2003,Simulation,0.24,0.18,0.0,0.06
11714,Secret Weapons Over Normandy,XB,2003,Simulation,0.19,0.05,0.0,0.01
11715,Secret of Mana,SNES,1993,Role-Playing,0.25,0.07,1.49,0.02
11716,Secrets of the Titanic,DS,2012,Action,0.0,0.02,0.0,0.0
11717,Section 8,PC,2009,Shooter,0.01,0.01,0.0,0.0
11718,Section 8,X360,2009,Shooter,0.15,0.09,0.0,0.03
11719,Seek and Destroy,PS2,2002,Racing,0.52,0.4,0.0,0.14
11720,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,0.0,0.0,0.02,0.0
11721,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,0.0,0.0,0.02,0.0
11722,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,0.0,0.0,0.02,0.0
11723,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,0.0,0.0,0.04,0.0
11724,Sega Arcade Gallery,GBA,2003,Misc,0.03,0.01,0.0,0.0
11725,Sega Bass Fishing,DC,1999,Sports,0.0,0.0,0.09,0.0
11726,Sega Bass Fishing,Wii,2008,Sports,0.46,0.01,0.0,0.04
11727,Sega Casino,DS,2005,Misc,0.08,0.0,0.0,0.01
11728,Sega GT,DC,2000,Racing,0.0,0.0,0.13,0.0
11729,Sega GT 2002,XB,2002,Racing,0.12,0.03,0.03,0.01
11730,Sega GT Online,XB,2003,Racing,0.06,0.02,0.0,0.0
11731,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,0.0,0.0,0.01,0.0
11732,Sega Rally Championship,SAT,1995,Racing,0.21,0.16,0.77,0.02
11733,Sega Rally Championship 2,DC,1999,Racing,0.0,0.0,0.41,0.0
11734,Sega Rally Revo,PC,2007,Racing,0.0,0.01,0.0,0.0
11735,Sega Rally Revo,PS3,2007,Racing,0.07,0.43,0.0,0.14
11736,Sega Rally Revo,PSP,2007,Racing,0.03,0.15,0.0,0.08
11737,Sega Rally Revo,X360,2007,Racing,0.12,0.28,0.0,0.05
11738,Sega Smash Pack,GBA,2002,Misc,0.23,0.08,0.0,0.01
11739,Sega Soccer Slam,GC,2002,Sports,0.05,0.01,0.0,0.0
11740,Sega Soccer Slam,PS2,2002,Sports,0.06,0.05,0.0,0.02
11741,Sega Soccer Slam,XB,2002,Sports,0.04,0.01,0.0,0.0
11742,Sega Superstars,PS2,2004,Misc,0.08,0.06,0.0,0.02
11743,Sega Superstars Tennis,DS,2008,Sports,0.29,0.37,0.0,0.08
11744,Sega Superstars Tennis,PS2,2008,Sports,0.1,0.0,0.0,0.28
11745,Sega Superstars Tennis,PS3,2008,Sports,0.13,0.2,0.0,0.08
11746,Sega Superstars Tennis,Wii,2008,Sports,0.28,0.65,0.0,0.13
11747,Sega Superstars Tennis,X360,2008,Sports,1.75,0.86,0.0,0.28
11748,Sega Touring Car Championship,SAT,1996,Racing,0.0,0.0,0.11,0.0
11749,Seiken Densetsu 3,SNES,1995,Role-Playing,0.0,0.0,0.89,0.0
11750,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,0.0,0.0,0.02,0.0
11751,Seisou no Amazones,3DS,2013,Role-Playing,0.0,0.0,0.01,0.0
11752,Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,0.0,0.0,0.02,0.0
11753,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,2008,Misc,0.0,0.0,0.04,0.0
11754,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010,Misc,0.0,0.0,0.03,0.0
11755,Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,0.0,0.0,0.01,0.0
11756,Self-Defense Training Camp,X360,2011,Sports,0.08,0.03,0.0,0.01
11757,Sengoku,PC,2011,Strategy,0.0,0.01,0.0,0.0
11758,Sengoku Basara 2,PS2,2006,Action,0.0,0.0,0.26,0.0
11759,Sengoku Basara 2 Heroes,PS2,2007,Action,0.0,0.0,0.2,0.0
11760,Sengoku Basara 2 Heroes,Wii,2007,Action,0.0,0.0,0.01,0.0
11761,Sengoku Basara 3 Utage,PS3,2011,Action,0.0,0.0,0.22,0.0
11762,Sengoku Basara 3 Utage,Wii,2011,Action,0.0,0.0,0.13,0.0
11763,Sengoku Basara 4,PS3,2014,Action,0.0,0.0,0.27,0.0
11764,Sengoku Basara 4: Sumeragi,PS3,2015,Action,0.0,0.0,0.09,0.0
11765,Sengoku Basara 4: Sumeragi,PS4,2015,Action,0.0,0.0,0.05,0.0
11766,Sengoku Basara X,PS2,2008,Fighting,0.0,0.0,0.05,0.0
11767,Sengoku Basara: Battle Heroes,PSP,2009,Action,0.0,0.0,0.26,0.0
11768,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,0.0,0.0,0.16,0.0
11769,Sengoku Basara: Samurai Heroes,PS3,2010,Action,0.17,0.04,0.4,0.03
11770,Sengoku Basara: Samurai Heroes,Wii,2010,Action,0.08,0.02,0.2,0.01
11771,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,0.0,0.0,0.02,0.0
11772,Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,0.0,0.0,0.03,0.0
11773,Sengoku Cyber: Fujimaru Jigokuhen,PS,1995,Strategy,0.0,0.0,0.11,0.01
11774,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008,Misc,0.0,0.0,0.02,0.0
11775,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,0.0,0.0,0.03,0.0
11776,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010,Strategy,0.0,0.0,0.01,0.0
11777,Sengoku Hime: Senran ni Mau Otometachi,PSP,2009,Adventure,0.0,0.0,0.01,0.0
11778,Sengoku Musou 3 Empires,PS3,2011,Action,0.0,0.0,0.14,0.0
11779,Sengoku Musou 3 Z,PS3,2011,Action,0.0,0.0,0.33,0.0
11780,Sengoku Musou 3 Z Special,PSP,2012,Action,0.0,0.0,0.04,0.0
11781,Sengoku Musou 3: Moushouden,Wii,2011,Action,0.0,0.0,0.08,0.0
11782,Sengoku Otome: Legend Battle,PSV,2016,Action,0.0,0.0,0.02,0.0
11783,Senjou no Waltz,PSV,2014,Adventure,0.0,0.0,0.02,0.0
11784,Senko no Ronde DUO,X360,2010,Fighting,0.0,0.0,0.03,0.0
11785,Senran Kagura 2: Deep Crimson,3DS,2014,Action,0.09,0.03,0.08,0.01
11786,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,0.0,0.0,0.14,0.0
11787,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,0.13,0.02,0.16,0.05
11788,Senran Kagura: Bon Appétit!,PSV,2014,Misc,0.0,0.0,0.03,0.0
11789,Senran Kagura: Estival Versus,PS4,2015,Action,0.07,0.0,0.08,0.02
11790,Senran Kagura: Estival Versus,PSV,2015,Action,0.06,0.05,0.09,0.03
11791,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,0.0,0.0,0.16,0.0
11792,Senritsu no Stratus,PSP,2011,Role-Playing,0.0,0.0,0.06,0.0
11793,Sentimental Graffiti,SAT,1998,Adventure,0.0,0.0,0.25,0.0
11794,Sentimental Graffiti 2,DC,2000,Adventure,0.0,0.0,0.08,0.0
11795,Sentimental Graffiti: First Window,SAT,1997,Adventure,0.0,0.0,0.08,0.0
11796,Sentou Kokka Air Land Battle,PS,1995,Strategy,0.0,0.0,0.13,0.01
11797,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,0.0,0.0,0.35,0.0
11798,Serious Sam,XB,2002,Shooter,0.11,0.03,0.0,0.01
11799,Serious Sam 3: BFE,PC,2011,Shooter,0.01,0.05,0.0,0.01
11800,Serious Sam Advance,GBA,2004,Shooter,0.02,0.01,0.0,0.0
11801,Serious Sam HD: Gold Edition,PC,2010,Shooter,0.0,0.02,0.0,0.0
11802,Serious Sam HD: Gold Edition,X360,2011,Shooter,0.0,0.02,0.0,0.0
11803,Serious Sam II,PC,2005,Shooter,0.0,0.01,0.0,0.0
11804,Serious Sam II,XB,2005,Shooter,0.05,0.01,0.0,0.0
11805,Serious Sam: Next Encounter,GC,2004,Shooter,0.02,0.0,0.0,0.0
11806,Serious Sam: Next Encounter,PS2,2004,Shooter,0.04,0.03,0.0,0.01
11807,Sesame Street: Cookie's Counting Carnival,DS,2010,Misc,0.26,0.0,0.0,0.02
11808,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,0.05,0.0,0.0,0.0
11809,Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,0.29,0.0,0.0,0.02
11810,Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010,Misc,0.27,0.0,0.0,0.02
11811,Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010,Misc,0.04,0.0,0.0,0.0
11812,Sesame Street: Elmo's A-to-Zoo Adventure,Wii,2010,Misc,0.37,0.0,0.0,0.02
11813,Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,0.14,0.04,0.0,0.0
11814,Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,0.17,0.12,0.0,0.02
11815,Sesame Street: Elmo's Number Journey,N64,1999,Misc,0.15,0.04,0.0,0.0
11816,Sesame Street: Elmo's Number Journey,PS,1998,Misc,0.13,0.09,0.0,0.02
11817,Sesame Street: Once Upon A Monster,X360,2011,Misc,0.39,0.1,0.0,0.04
11818,"Sesame Street: Ready, Set, Grover!",DS,2011,Misc,0.08,0.0,0.0,0.01
11819,"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,0.1,0.0,0.0,0.01
11820,Seven Samurai 20XX,PS2,2004,Action,0.04,0.03,0.0,0.01
11821,Seven: Molmorth no Kiheitai,PS2,2000,Action,0.0,0.0,0.09,0.0
11822,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,0.0,0.0,0.02,0.0
11823,Shadow Hearts,PS2,2001,Role-Playing,0.09,0.07,0.1,0.02
11824,Shadow Hearts: Covenant,PS2,2004,Role-Playing,0.12,0.09,0.0,0.03
11825,Shadow Hearts: From The New World,PS2,2005,Role-Playing,0.07,0.06,0.0,0.02
11826,Shadow Madness,PS,1999,Action,0.1,0.07,0.0,0.01
11827,Shadow Man,N64,1999,Action,0.18,0.08,0.0,0.01
11828,Shadow Man,PS,1998,Action,0.14,0.09,0.0,0.02
11829,Shadow Man: 2econd Coming,PS2,2002,Adventure,0.08,0.06,0.0,0.02
11830,Shadow Master,PS,1997,Adventure,0.05,0.04,0.0,0.01
11831,Shadow Ops: Red Mercury,XB,2004,Shooter,0.11,0.03,0.0,0.01
11832,Shadow The Hedgehog,GC,2005,Platform,0.76,0.2,0.0,0.03
11833,Shadow The Hedgehog,PS2,2005,Platform,0.5,0.02,0.0,0.08
11834,Shadow The Hedgehog,XB,2005,Platform,0.13,0.04,0.0,0.01
11835,Shadow Tower,PS,1998,Role-Playing,0.01,0.01,0.07,0.01
11836,Shadow of Destiny,PS2,2001,Adventure,0.09,0.07,0.03,0.02
11837,Shadow of Destiny,PSP,2009,Adventure,0.07,0.0,0.0,0.01
11838,Shadow of Rome,PS2,2005,Action,0.13,0.1,0.0,0.03
11839,Shadow of the Colossus,PS2,2005,Action,0.78,0.03,0.2,0.13
11840,Shadow of the Colossus,PS3,2011,Action,0.0,0.0,0.04,0.0
11841,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,0.06,0.01,0.0,0.0
11842,Shadowrun,X360,2007,Role-Playing,0.41,0.02,0.0,0.04
11843,Shadows of the Damned,PS3,2011,Action,0.11,0.09,0.04,0.04
11844,Shadows of the Damned,X360,2011,Action,0.1,0.06,0.01,0.02
11845,Shakugan no Shana,PS2,2006,Adventure,0.0,0.0,0.03,0.0
11846,Shaman King: Chou Senjiryokketsu 3,GBA,2002,Role-Playing,0.0,0.0,0.02,0.0
11847,Shaman King: Power of Spirit,PS2,2004,Adventure,0.06,0.05,0.0,0.02
11848,Shaman King: Soul Fight,GC,2003,Platform,0.0,0.0,0.05,0.0
11849,Shaman King: Spirit of Shamans,PS,2002,Action,0.0,0.0,0.18,0.01
11850,Shanghai: True Valor,PS,1998,Puzzle,0.01,0.01,0.0,0.0
11851,Shantae and the Pirate's Curse,3DS,2015,Platform,0.0,0.0,0.03,0.0
11852,Shape Up,XOne,2014,Misc,0.08,0.09,0.0,0.01
11853,"Sharin no Kuni, Himawari no Shoujo",X360,2010,Adventure,0.0,0.0,0.02,0.0
11854,Shark Tale,GBA,2004,Action,0.49,0.18,0.0,0.01
11855,Shark Tale,GC,2004,Action,0.23,0.06,0.0,0.01
11856,Shark Tale,PS2,2004,Action,0.37,0.29,0.0,0.1
11857,Shark Tale,XB,2004,Action,0.15,0.04,0.0,0.01
11858,Shattered Union,XB,2005,Strategy,0.03,0.01,0.0,0.0
11859,Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,0.26,0.1,0.0,0.01
11860,Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,0.36,0.28,0.0,0.09
11861,Shaun White Skateboarding,PC,2010,Sports,0.0,0.03,0.0,0.01
11862,Shaun White Skateboarding,PS3,2010,Sports,0.11,0.05,0.0,0.03
11863,Shaun White Skateboarding,Wii,2010,Sports,0.14,0.03,0.0,0.01
11864,Shaun White Skateboarding,X360,2010,Sports,0.1,0.05,0.0,0.01
11865,Shaun White Snowboarding,DS,2008,Sports,0.21,0.0,0.0,0.02
11866,Shaun White Snowboarding,PS2,2008,Sports,0.15,0.12,0.0,0.04
11867,Shaun White Snowboarding,PS3,2008,Sports,0.31,0.24,0.01,0.1
11868,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,0.94,0.57,0.0,0.17
11869,Shaun White Snowboarding: World Stage,Wii,2009,Sports,0.25,0.04,0.0,0.02
11870,Shaun the Sheep,DS,2008,Adventure,0.04,0.0,0.0,0.0
11871,Shawn Johnson Gymnastics,Wii,2010,Sports,0.17,0.0,0.0,0.01
11872,ShellShock 2: Blood Trails,PS3,2009,Shooter,0.04,0.03,0.0,0.01
11873,ShellShock 2: Blood Trails,X360,2009,Shooter,0.05,0.03,0.0,0.01
11874,Shellshock,PS,1995,Action,0.06,0.04,0.0,0.01
11875,Shellshock: Nam '67,XB,2004,Shooter,0.16,0.05,0.0,0.01
11876,Shenmue,DC,1999,Adventure,0.52,0.24,0.38,0.04
11877,Shenmue II,DC,2001,Adventure,0.0,0.0,0.15,0.0
11878,Shenmue II,XB,2002,Adventure,0.22,0.08,0.0,0.01
11879,Shepherd's Crossing,PSP,2009,Simulation,0.0,0.0,0.01,0.0
11880,Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,0.07,0.14,0.0,0.03
11881,Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,0.11,0.04,0.0,0.01
11882,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,0.0,0.05,0.0,0.0
11883,Sherlock Holmes: Crimes & Punishments,PS3,2014,Adventure,0.03,0.04,0.0,0.01
11884,Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,0.08,0.14,0.0,0.05
11885,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,0.03,0.03,0.0,0.01
11886,Sherlock Holmes: Crimes & Punishments,XOne,2014,Adventure,0.03,0.04,0.0,0.01
11887,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,0.0,0.04,0.0,0.01
11888,Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,0.06,0.3,0.0,0.04
11889,Shifters,PS2,2002,Adventure,0.03,0.02,0.0,0.01
11890,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,0.0,0.0,0.01,0.0
11891,Shimano Xtreme Fishing,Wii,2009,Sports,0.12,0.0,0.0,0.01
11892,Shin Chan Contra ¡Los Plastas!,DS,2009,Platform,0.0,0.0,0.07,0.0
11893,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006,Action,0.0,0.0,0.07,0.0
11894,Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,0.0,0.0,0.15,0.0
11895,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,0.0,0.0,0.04,0.0
11896,Shin Hayarigami,PS3,2014,Adventure,0.0,0.0,0.04,0.0
11897,Shin Hayarigami,PSV,2014,Adventure,0.0,0.0,0.05,0.0
11898,Shin Hayarigami 2,PSV,2016,Adventure,0.0,0.0,0.01,0.0
11899,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010,Adventure,0.0,0.0,0.02,0.0
11900,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2011,Adventure,0.0,0.0,0.11,0.0
11901,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,0.0,0.0,0.05,0.0
11902,Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,PSP,2012,Role-Playing,0.0,0.0,0.09,0.0
11903,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,0.0,0.0,0.04,0.0
11904,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,0.0,0.0,0.03,0.0
